Date,Close,High,Low,Open,Volume,MA_7,MA_30,EMA_14,Lag_1,Lag_3
2015-04-16,1198.0,1208.5,1194.5999755859375,1204.300048828125,199,1198.9857177734375,1184.3233357747397,1197.6000302765995,1201.5,1199.300048828125
2015-04-17,1202.9000244140625,1206.0,1200.199951171875,1200.199951171875,21,1198.9571533203125,1184.5566691080728,1198.3066961615946,1198.0,1192.800048828125
2015-04-20,1193.5,1206.9000244140625,1191.0,1205.699951171875,67,1198.94287109375,1185.536669921875,1197.6658033400486,1202.9000244140625,1201.5
2015-04-21,1202.9000244140625,1202.9000244140625,1192.800048828125,1193.199951171875,33,1198.7000209263392,1186.7533365885417,1198.3636994832505,1193.5,1198.0
2015-04-22,1186.9000244140625,1202.5999755859375,1185.199951171875,1199.0999755859375,93,1196.9285888671875,1187.6466715494792,1196.8352094740255,1202.9000244140625,1202.9000244140625
2015-04-23,1194.4000244140625,1197.0,1186.0999755859375,1187.199951171875,331,1197.1571568080358,1189.103340657552,1196.5105181326971,1186.9000244140625,1193.5
2015-04-24,1175.199951171875,1194.699951171875,1174.5999755859375,1192.300048828125,52,1193.4000069754463,1189.87333984375,1193.6691092045876,1194.4000244140625,1202.9000244140625
2015-04-27,1203.300048828125,1206.699951171875,1181.4000244140625,1182.300048828125,194,1194.1571568080358,1191.5633422851563,1194.953234487726,1175.199951171875,1186.9000244140625
2015-04-28,1214.0,1214.0,1199.699951171875,1199.699951171875,401,1195.7428676060267,1193.5866739908854,1197.4928032226958,1203.300048828125,1194.4000244140625
2015-04-29,1209.800048828125,1212.5999755859375,1201.9000244140625,1211.199951171875,114,1198.0714460100446,1195.6366739908854,1199.1337693034197,1214.0,1175.199951171875
2015-04-30,1182.4000244140625,1205.9000244140625,1176.699951171875,1203.0999755859375,143,1195.1428745814733,1196.6700073242187,1196.9026033181722,1209.800048828125,1203.300048828125
2015-05-01,1174.5,1178.0999755859375,1170.0,1178.0999755859375,23,1193.3714425223213,1196.850008138021,1193.9155895424158,1182.4000244140625,1214.0
2015-05-04,1186.800048828125,1189.4000244140625,1177.5,1177.5,38,1192.2857317243304,1196.9166748046875,1192.9668507805104,1174.5,1209.800048828125
2015-05-05,1193.199951171875,1198.699951171875,1186.9000244140625,1187.5,48,1194.8571602957588,1197.0900065104167,1192.9979308326924,1186.800048828125,1182.4000244140625
2015-05-06,1190.300048828125,1194.5999755859375,1189.9000244140625,1194.5,14,1193.0000174386162,1197.0433430989583,1192.6382132320834,1193.199951171875,1174.5
2015-05-07,1182.4000244140625,1186.0,1179.699951171875,1181.5,44,1188.4857352120537,1196.5466756184896,1191.2731213896807,1190.300048828125,1186.800048828125
2015-05-08,1189.0999755859375,1189.0999755859375,1182.9000244140625,1183.300048828125,51,1185.5285818917412,1196.0133422851563,1190.9833686158481,1182.4000244140625,1193.199951171875
2015-05-11,1183.199951171875,1190.5,1179.300048828125,1189.699951171875,26,1185.642857142857,1195.4600056966146,1189.9455796233185,1189.0999755859375,1190.300048828125
2015-05-12,1192.5999755859375,1194.800048828125,1189.699951171875,1194.5999755859375,10,1188.2285679408483,1195.7200032552084,1190.299499085001,1183.199951171875,1182.4000244140625
2015-05-13,1218.4000244140625,1218.4000244140625,1191.0,1192.699951171875,34,1192.7428501674108,1196.8966715494792,1194.0462357955425,1192.5999755859375,1189.0999755859375
2015-05-14,1225.4000244140625,1225.5999755859375,1214.5,1214.5,35,1197.3428606305804,1197.47333984375,1198.2267409446786,1218.4000244140625,1183.199951171875
2015-05-15,1225.5,1225.5,1214.800048828125,1218.5,12,1202.3714250837054,1198.293339029948,1201.8631754853882,1225.4000244140625,1192.5999755859375
2015-05-18,1227.800048828125,1228.0999755859375,1222.5999755859375,1224.5,8,1208.857142857143,1198.600008138021,1205.3214252644198,1225.5,1218.4000244140625
2015-05-19,1206.9000244140625,1223.9000244140625,1206.0,1223.9000244140625,9,1211.4000069754463,1198.4766764322917,1205.5319051510387,1227.800048828125,1225.4000244140625
2015-05-20,1208.9000244140625,1210.800048828125,1205.0999755859375,1205.0999755859375,11,1215.0714460100446,1198.670011393229,1205.9809877194418,1206.9000244140625,1225.5
2015-05-21,1204.4000244140625,1204.5,1203.699951171875,1204.5,43,1216.7571672712054,1199.0300130208334,1205.770192612058,1208.9000244140625,1227.800048828125
2015-05-22,1204.300048828125,1211.9000244140625,1204.300048828125,1211.5999755859375,8,1214.742885044643,1199.0200154622396,1205.574173440867,1204.4000244140625,1206.9000244140625
2015-05-26,1187.199951171875,1193.5999755859375,1186.0,1193.5999755859375,40,1209.2857317243304,1198.616678873698,1203.124277138335,1204.300048828125,1208.9000244140625
2015-05-27,1185.9000244140625,1185.9000244140625,1185.9000244140625,1185.9000244140625,200216,1203.6285923549108,1198.3866780598958,1200.827710108432,1187.199951171875,1204.4000244140625
2015-05-28,1188.0999755859375,1192.0,1179.5999755859375,1187.0999755859375,52705,1197.9571533203125,1197.940010579427,1199.130678838766,1185.9000244140625,1204.300048828125
2015-05-29,1189.4000244140625,1193.300048828125,1185.699951171875,1187.800048828125,4748,1195.4571533203125,1197.6533447265624,1197.8332582488056,1188.0999755859375,1187.199951171875
2015-06-01,1188.300048828125,1204.0,1184.300048828125,1190.5999755859375,1236,1192.5142996651787,1197.166678873698,1196.5621636593814,1189.4000244140625,1185.9000244140625
2015-06-02,1194.0999755859375,1194.300048828125,1186.0,1189.0,1003,1191.0428641183037,1197.186678059896,1196.2338719162556,1188.300048828125,1188.0999755859375
2015-06-03,1184.699951171875,1193.9000244140625,1179.0999755859375,1193.9000244140625,630,1188.2428501674108,1196.580008951823,1194.696015817005,1194.0999755859375,1189.4000244140625
2015-06-04,1174.9000244140625,1185.300048828125,1173.0,1184.9000244140625,447,1186.4857177734375,1196.1800089518229,1192.0565502966126,1184.699951171875,1188.300048828125
2015-06-05,1167.800048828125,1177.300048828125,1164.0,1176.4000244140625,390,1183.9000069754463,1195.2933430989583,1188.8223501008142,1174.9000244140625,1194.0999755859375
2015-06-08,1173.199951171875,1176.0999755859375,1169.0999755859375,1169.5,173,1181.7714320591517,1195.2266764322917,1186.7393635769556,1167.800048828125,1184.699951171875
2015-06-09,1177.300048828125,1180.300048828125,1172.699951171875,1172.9000244140625,144,1180.0428641183037,1194.360009765625,1185.4807882771115,1173.199951171875,1174.9000244140625
2015-06-10,1186.0999755859375,1190.0999755859375,1175.5999755859375,1176.0999755859375,295,1179.7285679408483,1193.4300089518229,1185.563346584955,1177.300048828125,1167.800048828125
2015-06-11,1179.9000244140625,1183.199951171875,1174.4000244140625,1183.199951171875,69,1177.7000034877233,1192.4333414713542,1184.8082369621695,1186.0999755859375,1173.199951171875
2015-06-12,1178.800048828125,1181.199951171875,1176.199951171875,1180.4000244140625,141,1176.8571602957588,1192.3133422851563,1184.0071452109637,1179.9000244140625,1177.300048828125
2015-06-15,1185.300048828125,1188.5,1172.699951171875,1179.9000244140625,102,1178.3428780691963,1192.6733439127604,1184.1795323599185,1178.800048828125,1186.0999755859375
2015-06-16,1180.5,1186.5,1175.9000244140625,1186.5,29,1180.1571568080358,1192.4633422851562,1183.6889280452629,1185.300048828125,1179.9000244140625
2015-06-17,1176.4000244140625,1186.300048828125,1174.9000244140625,1177.5999755859375,168,1180.6143101283483,1191.9033447265624,1182.7170742277694,1180.5,1178.800048828125
2015-06-18,1201.5,1202.0,1183.4000244140625,1183.4000244140625,130,1184.0714460100446,1192.2766764322917,1185.2214643307336,1176.4000244140625,1185.300048828125
2015-06-19,1201.5,1203.0999755859375,1199.699951171875,1199.699951171875,142,1186.271449497768,1192.9133422851562,1187.3919357533025,1201.5,1180.5
2015-06-22,1183.699951171875,1197.800048828125,1182.699951171875,1197.800048828125,30,1186.8142961774554,1192.7333414713542,1186.8996711424456,1201.5,1176.4000244140625
2015-06-23,1176.199951171875,1186.0,1176.199951171875,1183.800048828125,60,1186.4428536551338,1192.5000081380208,1185.4730418130362,1183.699951171875,1201.5
2015-06-24,1172.5999755859375,1176.5999755859375,1170.699951171875,1176.5999755859375,263,1184.6285574776787,1191.833341471354,1183.7566329827564,1176.199951171875,1201.5
2015-06-25,1171.5,1175.9000244140625,1171.5,1175.800048828125,95,1183.3428431919642,1190.2700073242188,1182.1224152517223,1172.5999755859375,1183.699951171875
2015-06-26,1172.9000244140625,1172.9000244140625,1170.5,1170.5,308,1182.8428431919642,1188.5200073242188,1180.8927631400343,1171.5,1176.199951171875
2015-06-29,1178.5,1186.0,1173.800048828125,1185.0999755859375,174,1179.55712890625,1186.9533406575522,1180.5737280546964,1172.9000244140625,1172.5999755859375
2015-06-30,1171.5,1176.4000244140625,1166.5999755859375,1176.300048828125,223,1175.2714146205358,1185.0766723632812,1179.3638976474035,1178.5,1171.5
2015-07-01,1169.0,1173.0999755859375,1166.5999755859375,1173.0999755859375,455,1173.171421595982,1183.813338216146,1177.98204462775,1171.5,1172.9000244140625
2015-07-02,1163.0,1168.0999755859375,1155.5,1166.4000244140625,316,1171.2857142857142,1182.2833374023437,1175.9844386773832,1169.0,1178.5
2015-07-06,1172.9000244140625,1173.0,1162.199951171875,1171.0999755859375,634,1171.328578404018,1181.2333374023438,1175.5731834422738,1163.0,1171.5
2015-07-07,1152.4000244140625,1166.800048828125,1149.5,1166.800048828125,469,1168.6000104631696,1179.5033365885417,1172.483428905179,1172.9000244140625,1169.0
2015-07-08,1163.300048828125,1163.300048828125,1146.4000244140625,1152.5999755859375,65,1167.2285853794642,1178.7066731770833,1171.2589782282384,1152.4000244140625,1163.0
2015-07-09,1159.0,1163.5999755859375,1154.800048828125,1154.800048828125,65,1164.44287109375,1177.8100056966146,1169.6244477978066,1163.300048828125,1172.9000244140625
2015-07-10,1157.699951171875,1161.4000244140625,1157.5,1160.0999755859375,27,1162.471435546875,1176.7966715494792,1168.034514914349,1159.0,1152.4000244140625
2015-07-13,1155.199951171875,1159.0,1151.199951171875,1159.0,14,1160.5,1175.656669108073,1166.3232397486859,1157.699951171875,1163.300048828125
2015-07-14,1153.300048828125,1157.199951171875,1153.0,1157.199951171875,39,1159.114292689732,1174.4900024414062,1164.586814292611,1155.199951171875,1159.0
2015-07-15,1147.199951171875,1154.0,1144.800048828125,1154.0,15,1155.4428536551338,1172.926668294271,1162.268565876513,1153.300048828125,1157.699951171875
2015-07-16,1143.800048828125,1146.199951171875,1142.9000244140625,1146.199951171875,14,1154.2142857142858,1171.563338216146,1159.806096936728,1147.199951171875,1155.199951171875
2015-07-17,1131.800048828125,1144.0,1130.199951171875,1144.0,120,1149.7142857142858,1170.1266723632812,1156.0719571889142,1143.800048828125,1153.300048828125
2015-07-20,1106.699951171875,1130.699951171875,1095.0999755859375,1130.4000244140625,189,1142.2428501674108,1168.0900024414063,1149.489023053309,1131.800048828125,1147.199951171875
2015-07-21,1103.4000244140625,1106.4000244140625,1097.0999755859375,1097.0999755859375,118,1134.4857177734375,1165.763338216146,1143.3438232347428,1106.699951171875,1143.800048828125
2015-07-22,1091.4000244140625,1095.0,1086.0,1093.0,46,1125.3714425223213,1162.9000040690105,1136.4179833919854,1103.4000244140625,1131.800048828125
2015-07-23,1094.0,1097.5999755859375,1087.800048828125,1097.4000244140625,64,1116.9000069754463,1159.8300048828125,1130.762252273054,1091.4000244140625,1106.699951171875
2015-07-24,1085.5999755859375,1100.699951171875,1078.5999755859375,1078.5999755859375,52,1108.1000104631696,1156.686669921875,1124.7406153814384,1094.0,1103.4000244140625
2015-07-27,1096.5,1102.5,1093.9000244140625,1100.0,19,1101.3428606305804,1153.9433349609376,1120.9751999972466,1085.5999755859375,1091.4000244140625
2015-07-28,1096.300048828125,1097.699951171875,1096.300048828125,1097.199951171875,31,1096.2714320591517,1150.976668294271,1117.6851798413636,1096.5,1094.0
2015-07-29,1092.699951171875,1096.9000244140625,1092.699951171875,1096.4000244140625,159142,1094.2714320591517,1148.05,1114.3538160187652,1096.300048828125,1085.5999755859375
2015-07-30,1088.4000244140625,1097.5,1081.0,1096.0999755859375,49298,1092.1285749162946,1145.1166666666666,1110.8933104714715,1092.699951171875,1096.5
2015-07-31,1094.9000244140625,1102.800048828125,1079.0999755859375,1087.699951171875,5700,1092.6285749162946,1141.5633341471355,1108.7608723304836,1088.4000244140625,1096.300048828125
2015-08-03,1089.4000244140625,1097.0999755859375,1085.0,1095.5,2418,1091.971435546875,1137.8266682942708,1106.1794259416274,1094.9000244140625,1092.699951171875
2015-08-04,1090.699951171875,1093.9000244140625,1080.5,1085.0999755859375,1139,1092.7000034877233,1134.726668294271,1104.1154959723272,1089.4000244140625,1088.4000244140625
2015-08-05,1085.699951171875,1090.5999755859375,1082.5,1086.5,1207,1091.1571393694196,1131.7100016276042,1101.6600899989335,1090.699951171875,1094.9000244140625
2015-08-06,1090.199951171875,1092.199951171875,1083.5999755859375,1084.4000244140625,269,1090.2856968470983,1128.9633341471354,1100.132071488659,1085.699951171875,1089.4000244140625
2015-08-07,1094.0999755859375,1098.300048828125,1081.699951171875,1088.9000244140625,614,1090.4857003348213,1126.3833333333334,1099.3277920349628,1090.199951171875,1090.699951171875
2015-08-10,1104.199951171875,1107.5999755859375,1089.5,1093.199951171875,900,1092.7428327287946,1124.093330891927,1099.977413253218,1094.0999755859375,1085.699951171875
2015-08-11,1107.5999755859375,1116.699951171875,1094.0,1103.800048828125,997,1094.5571114676338,1121.7299967447916,1100.9937548975804,1104.199951171875,1090.199951171875
2015-08-12,1123.199951171875,1124.5,1101.5,1106.0,797,1099.3856724330358,1120.1199951171875,1103.9545810674863,1107.5999755859375,1094.0999755859375
2015-08-13,1115.699951171875,1124.300048828125,1113.0,1124.300048828125,441,1102.9571010044642,1118.3433268229167,1105.5206304147382,1123.199951171875,1104.199951171875
2015-08-14,1112.9000244140625,1118.800048828125,1112.5,1113.9000244140625,908,1106.8428257533483,1116.6733276367188,1106.504549614648,1115.699951171875,1107.5999755859375
2015-08-17,1118.5999755859375,1122.0,1113.800048828125,1113.800048828125,399,1110.8999720982142,1114.8633260091146,1108.1172730774867,1112.9000244140625,1123.199951171875
2015-08-18,1117.0999755859375,1118.4000244140625,1110.0,1118.199951171875,475,1114.1856863839287,1113.6866577148437,1109.3149667452803,1118.5999755859375,1115.699951171875
2015-08-19,1128.0999755859375,1134.300048828125,1116.800048828125,1117.0,348,1117.5999755859375,1112.513321940104,1111.8196345907013,1117.0999755859375,1112.9000244140625
2015-08-20,1153.0,1153.300048828125,1132.800048828125,1132.800048828125,409,1124.085693359375,1112.313321940104,1117.3103499786077,1128.0999755859375,1118.5999755859375
2015-08-21,1159.5999755859375,1166.5,1150.5,1154.0999755859375,261,1129.2856968470983,1112.3766560872396,1122.9489667262517,1153.0,1117.0999755859375
2015-08-24,1153.4000244140625,1169.0,1147.5,1164.0,299,1134.671421595982,1112.3166585286458,1127.0091077512932,1159.5999755859375,1128.0999755859375
2015-08-25,1138.199951171875,1155.5,1134.0,1151.5,217,1138.2856968470983,1111.813321940104,1128.5012202073708,1153.4000244140625,1153.0
2015-08-26,1124.5999755859375,1143.0,1119.5999755859375,1139.199951171875,116,1139.1428397042412,1111.059989420573,1127.9810542578464,1138.199951171875,1159.5999755859375
2015-08-27,1122.4000244140625,1127.4000244140625,1118.4000244140625,1127.199951171875,564,1139.8999895368304,1110.3466552734376,1127.2369169453418,1124.5999755859375,1153.4000244140625
2015-08-28,1133.0999755859375,1139.0,1123.5999755859375,1125.300048828125,279,1140.6142752511162,1110.3899861653647,1128.0186580974214,1122.4000244140625,1138.199951171875
2015-08-31,1131.5999755859375,1134.0,1124.800048828125,1131.0999755859375,194,1137.55712890625,1111.2199869791666,1128.4961670958903,1133.0999755859375,1124.5999755859375
2015-09-01,1138.699951171875,1144.699951171875,1133.5,1133.5,375,1134.5714111328125,1112.3966512044271,1129.856671639355,1131.5999755859375,1122.4000244140625
2015-09-02,1132.5,1140.4000244140625,1130.800048828125,1137.300048828125,201,1131.585693359375,1113.766650390625,1130.2091154207742,1138.699951171875,1133.0999755859375
2015-09-03,1123.699951171875,1132.9000244140625,1120.300048828125,1130.300048828125,122,1129.5142647879463,1114.7566487630208,1129.3412268542543,1132.5,1131.5999755859375
2015-09-04,1120.5999755859375,1125.199951171875,1116.199951171875,1123.4000244140625,51,1128.942836216518,1115.9233154296876,1128.1757266851455,1123.699951171875,1138.699951171875
2015-09-08,1120.4000244140625,1124.300048828125,1116.4000244140625,1119.800048828125,138,1128.6571219308037,1116.7199829101562,1127.1389663823345,1120.5999755859375,1132.5
2015-09-09,1102.199951171875,1123.5,1102.0999755859375,1123.5,150,1124.2428327287946,1116.9166463216145,1123.8137643542732,1120.4000244140625,1123.699951171875
2015-09-10,1109.5,1113.5,1105.5,1107.300048828125,56,1121.085693359375,1117.4766479492187,1121.90526244037,1102.199951171875,1120.5999755859375
2015-09-11,1103.5,1111.699951171875,1098.199951171875,1110.800048828125,81,1116.05712890625,1117.97998046875,1119.4512274483209,1109.5,1120.4000244140625
2015-09-14,1107.699951171875,1108.5999755859375,1104.0999755859375,1107.800048828125,19,1112.5142647879463,1118.4066446940103,1117.8843906114614,1103.5,1102.199951171875
2015-09-15,1102.800048828125,1104.5,1102.800048828125,1104.5,8,1109.528564453125,1118.8533121744792,1115.87314504035,1107.699951171875,1109.5
2015-09-16,1119.199951171875,1119.9000244140625,1109.800048828125,1109.800048828125,31,1109.3285609654017,1119.803312174479,1116.31671919122,1102.800048828125,1103.5
2015-09-17,1117.300048828125,1130.5,1117.0999755859375,1118.5999755859375,14,1108.885707310268,1120.8566487630208,1116.4478298094741,1119.199951171875,1107.699951171875
2015-09-18,1138.0999755859375,1141.199951171875,1127.800048828125,1128.300048828125,59,1114.0142822265625,1122.4533162434896,1119.3347825796693,1117.300048828125,1102.800048828125
2015-09-21,1133.0999755859375,1138.5,1130.800048828125,1137.5999755859375,17,1117.385707310268,1123.7533162434895,1121.1701416471717,1138.0999755859375,1119.199951171875
2015-09-22,1125.0,1135.0,1122.5,1132.5999755859375,43,1120.4571358816963,1124.446651204427,1121.680789427549,1133.0999755859375,1117.300048828125
2015-09-23,1131.5999755859375,1132.199951171875,1128.300048828125,1128.5999755859375,33,1123.8714250837054,1125.246651204427,1123.0033475820007,1125.0,1138.0999755859375
2015-09-24,1153.800048828125,1155.9000244140625,1133.0,1133.0,37,1131.1571393694196,1126.2666544596354,1127.1095744148174,1131.5999755859375,1133.0999755859375
2015-09-25,1146.0,1149.800048828125,1143.4000244140625,1149.800048828125,56,1134.9857177734375,1127.2766560872396,1129.6282978261752,1153.800048828125,1125.0
2015-09-28,1132.0,1133.199951171875,1132.0,1133.199951171875,4346,1137.0857107979912,1127.9133219401042,1129.9445247826852,1146.0,1131.5999755859375
2015-09-29,1127.0999755859375,1134.4000244140625,1124.300048828125,1132.199951171875,2417,1135.5142822265625,1128.1966552734375,1129.5652515564523,1132.0,1153.800048828125
2015-09-30,1115.5,1126.0,1112.0999755859375,1124.300048828125,865,1133.0,1128.1433227539062,1127.6898846822587,1127.0999755859375,1146.0
2015-10-01,1114.199951171875,1119.0,1113.300048828125,1115.199951171875,1181,1131.4571358816963,1127.6799886067708,1125.8912268808742,1115.5,1132.0
2015-10-02,1137.0999755859375,1141.199951171875,1105.800048828125,1112.199951171875,323,1132.2428501674108,1127.1499877929687,1127.385726708216,1114.199951171875,1127.0999755859375
2015-10-05,1138.0999755859375,1141.699951171875,1132.5,1137.0999755859375,226,1129.9999825613838,1126.4333211263022,1128.8142932252456,1137.0999755859375,1115.5
2015-10-06,1146.800048828125,1150.0,1136.300048828125,1136.300048828125,145,1130.1142752511162,1126.2133219401042,1131.2123939722962,1138.0999755859375,1114.199951171875
2015-10-07,1149.0,1152.9000244140625,1143.0,1147.5999755859375,104,1132.5428466796875,1126.5733235677083,1133.58407477599,1146.800048828125,1137.0999755859375
2015-10-08,1144.699951171875,1146.699951171875,1138.699951171875,1142.699951171875,138,1135.05712890625,1127.2433227539063,1135.0661916287747,1149.0,1138.0999755859375
2015-10-09,1156.300048828125,1157.199951171875,1151.5999755859375,1151.5999755859375,22,1140.885707310268,1128.3733235677084,1137.897372588688,1144.699951171875,1146.800048828125
2015-10-12,1164.9000244140625,1166.800048828125,1155.9000244140625,1155.9000244140625,40,1148.1285749162946,1129.4333251953126,1141.4977261654046,1156.300048828125,1149.0
2015-10-13,1165.800048828125,1166.199951171875,1154.9000244140625,1163.5,132,1152.2285853794642,1130.5733276367187,1144.7380358537673,1164.9000244140625,1144.699951171875
2015-10-14,1180.0999755859375,1189.0,1167.300048828125,1172.4000244140625,143,1158.2285853794642,1131.9533284505208,1149.4529611513901,1165.800048828125,1156.300048828125
2015-10-15,1187.9000244140625,1188.300048828125,1177.800048828125,1184.199951171875,143,1164.1000104631696,1133.7999959309896,1154.57923625308,1180.0999755859375,1164.9000244140625
